"claim_id","customer_id","incident_cause","claim_date","claim_area","police_report","claim_type","claim_amount","total_policy_claims","fraudulent"
38488079,38923726,"Other causes","07/27/2018","Auto","No","Injury only","$26850",1,"No"
30691877,53225913,"Crime","10/31/2017","Auto","No","Material only","$3381",2,"Yes"
52826622,83086717,"Driver error","02/17/2017","Auto","No","Material and injury","$23940",1,"No"
22476903,40460125,"Other causes","02/03/2017","Auto","No","Material only","$1564",1,"Yes"
86506515,88200222,"Crime","03/28/2018","Auto","Unknown","Material only","$1780",1,"No"
69620654,88878373,"Other causes","01/21/2017","Auto","Unknown","Material only","$3001.5",2,"Yes"
3487779,97545319,"Crime","06/30/2018","Auto","No","Injury only","$33520",1,"No"
75470279,64610611,"Driver error","01/26/2018","Auto","Yes","Injury only","$35910",3,"No"
48386154,24310699,"Natural causes","01/26/2018","Auto","Unknown","Material only","$1210",1,"No"
52262269,42569977,"Other driver error","04/18/2017","Auto","Yes","Material and injury","$36170",1,"No"
79783763,34803042,"Driver error","03/21/2018","Auto","No","Material only","$1265",1,"Yes"
89665136,25512276,"Driver error","11/13/2017","Auto","No","Material and injury","$16380",1,"No"
40283824,9205013,"Driver error","06/17/2018","Auto","Yes","Material and injury","$23430",1,"No"
74043997,29517588,"Natural causes","08/03/2018","Auto","No","Material only","$2553",4,"Yes"
45864947,71462870,"Crime","11/13/2017","Auto","No","Material only","$1870",3,"No"
54333326,53886536,"Driver error","07/28/2017","Auto","No","Material only","$2270",1,"No"
93183406,89279737,"Driver error","10/31/2017","Auto","No","Material and injury","$21920",1,"No"
8199355,5027573,"Natural causes","02/10/2017","Auto","No","Material only","$1490",1,"No"
10852541,69204774,"Other causes","05/01/2018","Auto","No","Material only","$2265.5",1,"Yes"
21734808,9466593,"Driver error","08/11/2017","Auto","No","Material only","$1472",1,"Yes"
10245277,30679789,"Crime","06/10/2018","Auto","Unknown","Injury only","$36010",2,"No"
63191767,15000907,"Driver error","07/08/2017","Auto","No","Material only","$2340",3,"No"
52752958,96795364,"Other causes","11/13/2017","Auto","Unknown","Material only","$2250",1,"No"
31711102,33152432,"Other driver error","03/01/2018","Auto","No","Material only","$1500",1,"No"
64659108,42867092,"Other causes","05/28/2018","Auto","No","Injury only",NA,1,"Yes"
72987943,47145694,"Other driver error","08/31/2017","Auto","No","Material only","$1590",1,"No"
79708200,72833735,"Crime","04/24/2018","Auto","Unknown","Material only","$2495.5",1,"Yes"
97455990,3771583,"Other causes","01/27/2017","Auto","No","Material only","$1242",1,"Yes"
51408016,8609975,"Natural causes","02/10/2017","Auto","No","Material only","$2890",1,"No"
44394229,29235935,"Driver error","08/24/2017","Auto","Yes","Injury only","$30500",1,"No"
90369587,35459428,"Driver error","03/09/2017","Auto","No","Injury only","$32040",6,"No"
31487982,2917414,"Other causes","03/16/2017","Auto","No","Material and injury","$17070",1,"No"
15510973,55982230,"Other driver error","01/06/2018","Auto","Unknown","Material and injury","$29428.5",1,"Yes"
40870759,69872861,"Other causes","03/02/2017","Home","No","Material only","$2900",3,"No"
81034752,44866465,"Other causes","11/13/2017","Auto","Yes","Injury only","$31240",1,"No"
77521871,39554038,"Driver error","07/14/2018","Auto","No","Material only","$2047",1,"Yes"
23669610,14712345,"Natural causes","01/20/2018","Auto","Unknown","Material only","$1630",1,"No"
61635645,41660480,"Driver error","06/23/2018","Home","No","Material only",NA,1,"No"
95115614,53981675,"Driver error","03/21/2018","Auto","No","Material and injury","$21940",1,"No"
45780237,287476,"Natural causes","10/17/2017","Auto","Unknown","Material only","$1621.5",2,"Yes"
46992958,58378868,"Driver error","04/10/2018","Auto","No","Material only","$1240",2,"No"
37713174,62960540,"Other causes","06/03/2018","Auto","No","Injury only","$34390",4,"No"
13952270,36780334,"Natural causes","02/22/2018","Auto","No","Material only","$2340",1,"No"
45544311,17814402,"Driver error","02/03/2017","Auto","No","Material and injury","$35480",1,"No"
4342527,4420512,"Natural causes","01/07/2017","Auto","No","Material only","$1860",1,"No"
16347699,51485708,"Crime","09/19/2018","Auto","No","Material only","$2010",1,"No"
88554126,71496799,"Natural causes","06/04/2017","Auto","No","Material only","$2520",1,"No"
74280541,85983291,"Other causes","05/07/2018","Auto","No","Material only","$1518",3,"Yes"
8623615,29500814,"Crime","03/09/2017","Auto","No","Material only","$2150.5",5,"Yes"
41352743,74351384,"Driver error","07/20/2018","Auto","No","Material only",NA,1,"No"
78204177,72363224,"Natural causes","01/13/2018","Auto","No","Material only","$1500",1,"No"
47463520,41106063,"Driver error","10/03/2018","Home","No","Material only","$2830",1,"No"
38818122,57043846,"Other causes","04/05/2017","Auto","Yes","Injury only","$34490",1,"No"
36164960,31740446,"Natural causes","03/09/2017","Auto","No","Material only","$2553",1,"Yes"
3271117,17690710,"Crime","07/28/2017","Auto","Yes","Injury only","$32180",1,"No"
73337887,50771198,"Other causes","04/05/2017","Auto","Yes","Material only","$1020",1,"No"
73456426,23460895,"Other causes","08/10/2018","Auto","No","Material and injury","$34994.5",1,"Yes"
50234626,33628817,"Other causes","04/12/2017","Auto","Yes","Material only","$2800",1,"No"
85883298,32791401,"Driver error","06/18/2017","Auto","No","Material only","$1630",1,"No"
32178193,86491727,"Driver error","10/30/2018","Home","Unknown","Material only","$1860",1,"No"
4549014,99674324,"Other causes","07/07/2018","Auto","No","Injury only","$21480",1,"No"
57099061,81371138,"Other causes","07/28/2017","Auto","No","Material only","$3358",1,"Yes"
16326173,30199988,"Other causes","07/28/2017","Auto","No","Material only","$1978",3,"Yes"
90831325,20299691,"Natural causes","10/04/2017","Auto","No","Material only","$2093",5,"Yes"
80286970,40591588,"Driver error","04/25/2017","Auto","Unknown","Material and injury","$39928",1,"Yes"
86285484,28871739,"Other causes","10/09/2018","Auto","No","Material only","$1920.5",1,"Yes"
91324151,46995469,"Driver error","08/24/2017","Auto","No","Material only","$2520",1,"No"
71690988,8774687,"Other causes","01/20/2018","Auto","No","Material only",NA,1,"No"
6365892,42083451,"Driver error","08/31/2017","Auto","No","Material only","$2400",1,"No"
36047575,50560987,"Other causes","09/06/2018","Auto","Unknown","Material and injury","$21700",3,"No"
68716231,88881248,"Driver error","04/24/2018","Auto","Yes","Material only","$1610",4,"No"
57073975,30060683,"Other causes","01/21/2017","Auto","No","Material only","$2160",1,"No"
12839550,28999720,"Crime","07/01/2017","Auto","Unknown","Material only","$2360",1,"No"
92426104,40971431,"Other causes","01/14/2017","Auto","No","Material and injury","$46483",1,"Yes"
97877027,46866733,"Other driver error","05/07/2018","Auto","Yes","Injury only",NA,3,"No"
24499029,6563653,"Other causes","06/23/2018","Auto","Unknown","Material and injury","$21530",2,"No"
68477126,9959859,"Crime","04/12/2017","Auto","No","Material only","$3105",3,"Yes"
75728799,71404791,"Other driver error","09/20/2017","Auto","No","Material only","$1368.5",3,"Yes"
90380974,73491590,"Other causes","10/17/2017","Home","Unknown","Material only","$2270",4,"No"
70157196,11429044,"Other driver error","09/07/2017","Auto","Yes","Material and injury","$33730",1,"No"
3109692,45634936,"Other driver error","07/07/2018","Auto","No","Material only","$1890",1,"No"
45237349,71108576,"Driver error","01/26/2018","Auto","No","Material and injury","$39997",1,"Yes"
54356654,9017128,"Other causes","03/16/2017","Auto","Unknown","Material and injury","$19530",1,"No"
17339152,72587271,"Other causes","10/17/2017","Auto","Unknown","Injury only","$18140",2,"No"
77576085,12673582,"Other causes","10/31/2017","Auto","Unknown","Injury only","$33400",1,"No"
51004421,44821508,"Crime","01/06/2018","Home","No","Material only","$2740",2,"No"
77750303,85683729,"Other causes","03/14/2018","Auto","No","Material only",NA,1,"No"
94869704,90115894,"Natural causes","10/04/2017","Auto","Yes","Material only","$2240",1,"No"
51895230,45566276,"Natural causes","10/31/2017","Auto","No","Material only","$3231.5",4,"Yes"
88838829,12827745,"Natural causes","10/31/2017","Auto","Unknown","Injury only","$19470",1,"No"
26678377,28590552,"Other causes","10/23/2018","Auto","Unknown","Material and injury","$25160",1,"No"
74826240,15965441,"Driver error","01/06/2018","Auto","No","Material only","$2120",1,"No"
71212663,12779308,"Other causes","04/04/2018","Auto","No","Material only","$1560",1,"No"
43635378,53719176,"Other driver error","05/14/2018","Auto","Unknown","Injury only",NA,6,"Yes"
75624437,51842360,"Other causes","01/27/2017","Home","No","Material only","$1130",NA,"No"
20605494,56398264,"Natural causes","01/06/2018","Auto","Unknown","Material only","$2090",2,"No"
34947297,73898057,"Other causes","03/21/2018","Auto","Unknown","Material only","$1610",4,"Yes"
92782157,2476913,"Driver error","09/07/2017","Auto","No","Injury only","$22130",1,"No"
94080912,66267050,"Other causes","12/30/2017","Auto","No","Material only","$2250",1,"No"
78194735,46551094,"Other driver error","07/20/2018","Auto","Yes","Material and injury","$33640",1,"No"
80180191,5061178,"Other driver error","07/08/2017","Auto","No","Material and injury","$19100",1,"No"
58878919,29323970,"Driver error","01/01/2017","Auto","Unknown","Material only","$1840",1,"Yes"
6342208,67243622,"Other driver error","01/20/2018","Auto","Unknown","Material only",NA,1,"No"
39476021,62861487,"Other causes","10/23/2018","Auto","Yes","Injury only","$19340",1,"No"
24782645,98083433,"Driver error","05/02/2017","Auto","No","Material only","$1120",3,"No"
30927069,15681024,"Natural causes","03/22/2017","Auto","No","Material and injury","$14220",1,"No"
65211497,92644503,"Other driver error","11/20/2017","Auto","Yes","Injury only","$18650",1,"No"
98646052,65916260,"Other driver error","07/07/2018","Auto","No","Material only","$3415.5",1,"Yes"
43489145,34953203,"Other driver error","02/23/2017","Auto","Yes","Injury only","$19400",1,"No"
47262068,99961993,"Driver error","10/23/2018","Home","No","Material only","$2310",1,"No"
16286241,42098367,"Other causes","10/09/2018","Auto","Unknown","Material and injury","$24621.5",1,"Yes"
51587897,9130038,"Natural causes","08/31/2017","Auto","No","Material only","$3128",1,"Yes"
2228834,80562391,"Crime","03/29/2017","Auto","Unknown","Material only","$3369.5",1,"Yes"
25213498,28932340,"Driver error","10/30/2018","Auto","Unknown","Material only",NA,1,"No"
86303772,79212942,"Other driver error","06/23/2018","Auto","Unknown","Material and injury",NA,1,"No"
63268924,5864769,"Crime","12/30/2017","Auto","Yes","Injury only","$34460",1,"No"
30225071,3955265,"Other causes","02/17/2017","Auto","Unknown","Material and injury","$37740",1,"No"
18824405,42882285,"Natural causes","01/21/2017","Auto","No","Material only","$2357.5",1,"Yes"
38416376,96134505,"Other driver error","05/22/2017","Auto","No","Injury only","$33522.5",1,"Yes"
46163490,8375366,"Crime","12/03/2017","Auto","Unknown","Material only","$2110",1,"No"
23027360,82000019,"Driver error","03/08/2018","Auto","No","Injury only","$33752.5",1,"Yes"
90155895,30394029,"Other driver error","07/20/2018","Auto","No","Material only","$1070",3,"No"
95712960,51525336,"Other causes","06/04/2017","Auto","Unknown","Injury only","$33465",1,"Yes"
10714529,54963034,"Crime","08/03/2018","Auto","Yes","Injury only","$16480",3,"No"
20402925,90876878,"Driver error","07/27/2018","Auto","Unknown","Injury only","$13820",1,"No"
19571605,16216085,"Other causes","01/20/2018","Auto","No","Material only","$2880",1,"No"
67588341,11982382,"Other driver error","09/19/2018","Auto","No","Material only","$1640",1,"No"
7014549,33290806,"Driver error","01/14/2017","Auto","No","Material only","$2550",1,"No"
24046062,39628347,"Other causes","12/10/2017","Auto","No","Material only","$2220",5,"No"
65853604,84277947,"Natural causes","11/06/2017","Auto","No","Material only","$2370",1,"No"
30981307,95856464,"Crime","05/29/2017","Auto","No","Material only","$1120",1,"No"
45469731,67335009,"Other causes","04/18/2017","Auto","Yes","Material and injury","$20610",1,"No"
99553356,8765210,"Other causes","07/08/2017","Auto","No","Material and injury","$34200",1,"No"
94540900,77765211,"Driver error","05/01/2018","Home","No","Material only","$2580",1,"No"
91784105,39035416,"Other causes","08/11/2017","Auto","Unknown","Material only","$2540",2,"No"
82709186,5264479,"Other causes","07/28/2017","Auto","Unknown","Injury only","$24220",1,"No"
40794950,24769711,"Driver error","02/10/2017","Auto","Yes","Material and injury","$20380",2,"No"
97253910,98142348,"Other causes","07/22/2017","Auto","No","Material only","$2564.5",2,"Yes"
17672041,22328083,"Other causes","05/02/2017","Auto","Yes","Material and injury","$30170",2,"No"
42920871,85984961,"Natural causes","05/14/2018","Auto","Unknown","Material only","$3231.5",1,"Yes"
4401566,46937376,"Natural causes","06/18/2017","Auto","No","Material only","$1980",1,"No"
89430255,54252815,"Other causes","03/14/2018","Auto","Unknown","Injury only","$16680",1,"No"
64295252,17774827,"Other causes","10/10/2017","Auto","No","Material only","$1370",1,"No"
60065436,80544918,"Crime","08/11/2017","Auto","No","Material only","$1430",1,"No"
12799217,18818283,"Natural causes","10/23/2018","Auto","No","Material only",NA,3,"No"
49968358,22370979,"Other driver error","02/17/2017","Auto","Yes","Material and injury","$24050",2,"No"
78332196,88623068,"Other causes","12/17/2017","Auto","Yes","Material and injury","$15040",1,"No"
56742072,89044601,"Driver error","10/24/2017","Auto","No","Material and injury","$17951.5",1,"Yes"
98596005,73876237,"Driver error","09/12/2018","Auto","No","Material only","$2130",1,"No"
39451038,47585713,"Other causes","03/29/2017","Auto","Unknown","Injury only","$33140",1,"No"
19691755,16981057,"Other causes","03/09/2017","Auto","Yes","Injury only","$30080",1,"No"
35445367,32301882,"Crime","03/21/2018","Auto","No","Material only","$1310",1,"No"
66768314,16717085,"Other causes","06/11/2017","Auto","No","Material only","$2740",2,"No"
68843304,75192560,"Other driver error","06/23/2018","Auto","Yes","Injury only","$37520",1,"No"
28290047,24715429,"Natural causes","03/28/2018","Auto","Yes","Material only","$2390",3,"No"
73088898,2121802,"Other causes","02/17/2017","Auto","Yes","Material and injury","$32090",1,"No"
23145140,30966524,"Natural causes","04/17/2018","Auto","No","Injury only","$16870",1,"No"
72238494,63238733,"Other causes","09/07/2017","Auto","No","Injury only",NA,1,"No"
58812093,39608351,"Natural causes","04/10/2018","Auto","Yes","Material only","$2750",1,"No"
20354423,16453494,"Other driver error","04/17/2018","Auto","Unknown","Material only","$2480",1,"No"
85043191,92789350,"Other driver error","02/02/2018","Auto","No","Material only","$1170",2,"No"
44561119,83706741,"Crime","12/24/2017","Auto","Yes","Material only","$2633.5",1,"Yes"
58673943,92400577,"Other causes","06/23/2018","Auto","No","Material only",NA,1,"Yes"
84632427,90646435,"Other causes","09/19/2018","Auto","Unknown","Injury only","$25350",1,"No"
62312763,56229221,"Natural causes","05/15/2017","Auto","No","Material only","$1520",1,"No"
52747205,63788489,"Driver error","08/11/2017","Auto","No","Material only","$1880",1,"No"
7838178,49187749,"Other causes","10/10/2017","Auto","No","Material and injury","$16680",1,"No"
10442615,58144290,"Other causes","07/07/2018","Auto","No","Material only","$1250",1,"No"
38981782,21330507,"Other causes","01/20/2018","Home","No","Material only",NA,1,"No"
97484739,21066098,"Crime","01/27/2017","Auto","No","Material only","$2955.5",1,"Yes"
72837991,46673661,"Other causes","10/03/2018","Home","No","Material only","$1320",2,"No"
88815908,48477164,"Driver error","09/07/2017","Home","Unknown","Material and injury","$48150.5",4,"Yes"
68826444,42351519,"Other causes","04/25/2017","Auto","No","Material only","$2800",2,"No"
18702553,25879245,"Other causes","07/01/2017","Auto","No","Material only","$1300",1,"No"
83092374,86301193,"Driver error","08/24/2017","Home","No","Material and injury","$25093",1,"Yes"
45401148,12996134,"Natural causes","07/22/2017","Home","Unknown","Material only","$2680",1,"No"
80621398,44003496,"Crime","08/30/2018","Auto","No","Material only","$1400",1,"No"
35373452,89737711,"Other causes","03/28/2018","Auto","Unknown","Material only","$2800",1,"No"
74625948,32560779,"Other causes","09/14/2017","Auto","No","Material only",NA,2,"No"
42553935,8039037,"Other causes","06/04/2017","Auto","No","Material only","$1210",1,"No"
46925508,68723599,"Other driver error","07/01/2017","Auto","No","Material only","$1380",1,"Yes"
42530425,46129941,"Crime","10/17/2017","Auto","No","Material only","$3277.5",8,"Yes"
39745422,58098499,"Other causes","11/27/2017","Auto","No","Injury only","$27580",1,"No"
32299664,12377926,"Driver error","03/28/2018","Home","Yes","Injury only","$14480",1,"No"
27069739,20444103,"Crime","08/16/2018","Auto","Unknown","Material only","$1330",5,"No"
89389379,89456307,"Natural causes","10/04/2017","Auto","No","Material only","$2500",1,"No"
95618668,15166995,"Other causes","01/13/2018","Auto","No","Material and injury","$20690",1,"No"
30888574,38384757,"Other causes","07/07/2018","Auto","Unknown","Material only","$1880",2,"No"
98881244,74219574,"Other driver error","03/02/2017","Auto","No","Material only","$2700",1,"No"
12086981,3967610,"Other driver error","02/10/2017","Auto","Unknown","Material and injury","$26610",1,"No"
89833962,441097,"Other causes","03/21/2018","Auto","Yes","Material and injury","$37040",1,"No"
74884043,86992868,"Driver error","08/03/2018","Auto","No","Material only","$2500",2,"No"
60980916,78277006,"Other causes","07/15/2017","Auto","Yes","Material and injury","$25750",1,"No"
85222695,83499843,"Driver error","12/17/2017","Auto","No","Material and injury","$18135.5",1,"Yes"
73426298,71585789,"Driver error","05/09/2017","Home","Unknown","Material and injury","$18963.5",1,"Yes"
42449662,6342530,"Other driver error","10/23/2018","Home","No","Material only","$2940",1,"No"
87951152,72081129,"Crime","10/23/2018","Auto","No","Material only","$1730",3,"No"
39338816,2413612,"Other causes","11/20/2017","Home","No","Material only",NA,1,"No"
40953049,263204,"Other causes","04/04/2018","Auto","No","Material and injury","$39192",1,"Yes"
70338835,8733543,"Natural causes","03/16/2017","Auto","No","Material only","$2300",1,"No"
70820592,14792193,"Other driver error","06/10/2018","Auto","Unknown","Material and injury","$36440",1,"No"
92734593,80581271,"Driver error","05/02/2017","Auto","No","Material only","$1184.5",1,"Yes"
58440592,18426154,"Other causes","01/07/2017","Auto","Yes","Material and injury","$21590",1,"No"
69374918,85689455,"Other driver error","04/18/2017","Auto","No","Material only","$1600",1,"No"
52976799,64270813,"Other driver error","08/24/2017","Auto","Unknown","Material only","$1748",1,"Yes"
49234916,51547112,"Driver error","07/28/2017","Auto","No","Material only","$2460",3,"No"
14015336,48609526,"Driver error","04/05/2017","Auto","No","Injury only","$29530",1,"No"
94060921,49759488,"Driver error","02/09/2018","Auto","Unknown","Material only","$1667.5",1,"Yes"
27638017,56075921,"Other driver error","02/22/2018","Auto","No","Material only","$1587",4,"Yes"
27133312,76916649,"Other driver error","06/25/2017","Home","No","Material only","$2550",4,"No"
2893823,47565478,"Natural causes","05/09/2017","Auto","No","Material only","$2702.5",1,"Yes"
94983900,18282409,"Driver error","08/11/2017","Auto","No","Injury only","$31020",2,"No"
41574371,8715802,"Natural causes","05/29/2017","Auto","Yes","Material only","$2010",1,"No"
33062200,42708350,"Driver error","06/18/2017","Auto","No","Material only","$2150",1,"No"
58366436,39405635,"Other causes","05/09/2017","Auto","Unknown","Material and injury","$45540",1,"Yes"
76730919,48038858,"Other causes","03/02/2017","Auto","Unknown","Material only","$1759.5",2,"Yes"
33341864,15880215,"Other driver error","05/29/2017","Auto","Yes","Injury only","$34200",1,"No"
60127984,13088377,"Other causes","10/10/2017","Auto","Unknown","Material and injury","$22270",4,"No"
43930771,88870543,"Other driver error","03/01/2018","Auto","Yes","Material only","$1300",3,"No"
61586929,9339845,"Driver error","10/23/2018","Auto","No","Material only",NA,1,"No"
14102754,13926634,"Other causes","10/03/2018","Auto","No","Material only","$2610.5",3,"Yes"
44965194,18307355,"Other causes","02/15/2018","Auto","Yes","Material and injury","$34210",1,"No"
14547597,50436220,"Other driver error","02/02/2018","Auto","Unknown","Material and injury","$34530",1,"No"
78381090,66353946,"Other driver error","01/20/2018","Auto","Unknown","Material and injury","$26890",1,"No"
15294101,39881716,"Other driver error","01/26/2018","Auto","Unknown","Injury only","$28040",2,"No"
68295218,28239393,"Other driver error","10/23/2018","Auto","No","Material only","$1230",4,"No"
99688746,5237129,"Driver error","06/17/2018","Auto","Unknown","Injury only","$19750",5,"No"
60574108,19521118,"Crime","10/17/2017","Auto","No","Material only","$1380",1,"No"
1897779,14892213,"Other driver error","01/21/2017","Auto","No","Material only","$2010",5,"No"
41282358,53442249,"Other causes","02/23/2017","Auto","No","Material only","$1495",1,"Yes"
11175466,45971331,"Natural causes","01/20/2018","Auto","Unknown","Injury only","$32730",1,"No"
12295612,79889146,"Natural causes","04/24/2018","Auto","No","Material only","$2587.5",3,"Yes"
64295975,21774335,"Natural causes","09/06/2018","Auto","No","Material only",NA,1,"No"
51489109,66284489,"Other driver error","03/09/2017","Auto","No","Material only","$1630",4,"No"
29515311,72488905,"Other causes","11/06/2017","Auto","Unknown","Injury only","$26300",1,"No"
60583331,93910149,"Crime","05/21/2018","Auto","No","Material only","$1960",1,"No"
32759962,77116501,"Other driver error","09/27/2017","Auto","Unknown","Injury only","$20490",7,"No"
68432724,95822358,"Other driver error","02/22/2018","Auto","Unknown","Injury only","$16479.5",1,"Yes"
56479721,54699348,"Natural causes","11/27/2017","Home","Unknown","Material only","$1980",3,"No"
15618827,96496046,"Driver error","02/15/2018","Auto","No","Injury only",NA,1,"No"
39893971,73869005,"Other driver error","08/18/2017","Auto","No","Material only","$2100",3,"No"
31031965,83827717,"Natural causes","09/27/2017","Auto","Unknown","Material only","$2290",1,"No"
73781214,55401227,"Natural causes","10/31/2017","Auto","Unknown","Material only","$1190",1,"No"
73470467,80295008,"Other causes","01/20/2018","Auto","Unknown","Injury only","$21600",1,"No"
75509840,28820055,"Other causes","10/04/2017","Auto","No","Material only","$1260",1,"No"
94747735,93455439,"Natural causes","04/24/2018","Home","No","Material only","$2219.5",1,"Yes"
37998905,19478893,"Natural causes","01/14/2017","Auto","No","Material only","$1910",1,"No"
27093779,45419022,"Other causes","05/07/2018","Auto","Unknown","Material only","$1690",3,"No"
72563310,49583926,"Other causes","04/25/2017","Auto","Unknown","Material and injury","$15750",1,"No"
3877364,72296323,"Driver error","07/07/2018","Home","Unknown","Material only","$2110",1,"No"
77526829,10149231,"Other causes","04/24/2018","Auto","Unknown","Material and injury","$34780",3,"No"
50804841,93009704,"Driver error","10/03/2018","Auto","Unknown","Material only","$1900",5,"No"
93323222,60987956,"Other driver error","05/22/2017","Auto","No","Injury only","$36500",1,"No"
56764164,68709394,"Other driver error","01/14/2017","Auto","No","Material and injury","$36860",4,"No"
60095092,27878628,"Crime","04/17/2018","Auto","No","Material only","$2277",1,"Yes"
4607758,90085898,"Natural causes","10/03/2018","Auto","No","Material only","$3116.5",1,"Yes"
11581354,56098966,"Driver error","02/09/2018","Auto","No","Material only","$2360",3,"No"
8299275,69317965,"Driver error","06/11/2017","Auto","No","Material and injury","$30340",1,"No"
77574216,81968615,"Natural causes","07/15/2017","Auto","No","Material and injury","$23420",1,"No"
84713547,83223514,"Other driver error","05/14/2018","Auto","Yes","Injury only","$30400",1,"No"
4812972,78341228,"Natural causes","09/12/2018","Auto","Unknown","Material only","$2090",1,"No"
34508507,41462913,"Other driver error","02/17/2017","Auto","Unknown","Material and injury","$29740",1,"No"
11448070,80905889,"Other driver error","05/02/2017","Auto","No","Material only","$1680",1,"No"
88944238,93822307,"Natural causes","12/30/2017","Auto","No","Material only","$2940",1,"No"
92066571,4889449,"Other driver error","03/09/2017","Auto","No","Material only","$1207.5",1,"Yes"
18265792,98199694,"Driver error","04/05/2017","Auto","No","Material and injury","$22540",1,"No"
57389964,50460892,"Other driver error","02/15/2018","Auto","No","Injury only","$31740",2,"No"
42280334,42664554,"Other causes","01/01/2017","Auto","No","Injury only","$27670",1,"No"
81995072,94943525,"Driver error","08/30/2018","Auto","No","Material and injury","$44470.5",2,"Yes"
24456983,45434540,"Natural causes","01/13/2018","Auto","No","Material only","$2000",1,"No"
64240245,88544496,"Other causes","03/21/2018","Auto","Yes","Material only","$2810",3,"No"
95800760,36544565,"Other driver error","05/21/2018","Auto","Unknown","Material and injury","$27330",3,"No"
1627727,90234480,"Other causes","06/11/2017","Auto","No","Material only","$2670",1,"No"
25730111,40801256,"Driver error","02/23/2017","Auto","Yes","Material and injury","$26250",1,"No"
70350962,67052896,"Driver error","04/17/2018","Auto","Unknown","Material and injury","$14690",1,"No"
13820212,15323667,"Driver error","10/09/2018","Auto","Unknown","Injury only","$15270",4,"No"
86202352,67070056,"Other causes","02/03/2017","Auto","No","Material only","$2770",1,"No"
60062359,20607084,"Other driver error","01/13/2018","Auto","No","Injury only","$37400",1,"No"
84492004,86886743,"Other causes","06/04/2017","Home","No","Injury only",NA,1,"No"
87291535,52995625,"Other causes","04/05/2017","Auto","No","Material only","$2310",1,"No"
1342627,63137507,"Driver error","10/10/2017","Auto","No","Material only","$3323.5",1,"Yes"
23693541,56250763,"Other causes","04/12/2017","Auto","No","Material only","$1570",1,"No"
84040371,35593972,"Other causes","02/09/2018","Home","No","Material only","$1530",1,"No"
16259239,86820732,"Natural causes","08/24/2017","Auto","Unknown","Material only","$1090",1,"No"
91473446,45113346,"Other causes","04/18/2017","Home","Unknown","Material only","$1750",1,"No"
39454053,54668401,"Natural causes","01/20/2018","Auto","No","Material only","$2140",1,"No"
66931197,80002521,"Natural causes","05/15/2017","Auto","No","Material only",NA,3,"No"
15719219,14664886,"Other causes","08/24/2017","Auto","No","Material only","$2730",1,"No"
7136079,29903212,"Driver error","06/17/2018","Auto","No","Material only","$2668",2,"Yes"
61933109,95628948,"Driver error","07/14/2018","Auto","Yes","Injury only","$21160",1,"No"
54131824,39497409,"Other driver error","03/01/2018","Auto","Unknown","Injury only","$32867",3,"Yes"
21146312,77006226,"Driver error","02/15/2018","Auto","No","Material only","$2930",1,"No"
48945235,23252820,"Other causes","10/04/2017","Auto","Unknown","Material only","$2560",1,"No"
28439096,96116969,"Natural causes","01/20/2018","Auto","No","Material only","$2420",1,"No"
33479837,46076664,"Driver error","06/17/2018","Auto","Unknown","Material only","$1690",1,"No"
93697901,91322083,"Other causes","05/15/2017","Auto","Unknown","Material and injury","$17370",3,"No"
56728149,34414080,"Other causes","10/16/2018","Auto","No","Injury only","$13090",1,"No"
10494374,87607433,"Driver error","01/20/2018","Auto","Yes","Material and injury","$33620",1,"No"
22960702,99892000,"Driver error","11/13/2017","Auto","No","Material only","$2415",2,"Yes"
7299594,74633480,"Other causes","12/30/2017","Auto","Yes","Material only","$2790",3,"No"
57309481,16859101,"Other driver error","04/18/2017","Auto","Unknown","Material only","$1970",5,"No"
43076500,92362143,"Other driver error","04/25/2017","Auto","No","Material only","$1200",1,"No"
80228119,41291823,"Other driver error","12/24/2017","Auto","No","Material and injury",NA,1,"No"
74761374,46710738,"Driver error","10/30/2018","Auto","No","Material only","$1830",1,"No"
77192370,47415706,"Other driver error","08/04/2017","Auto","Unknown","Material and injury","$18457.5",1,"Yes"
85699790,83944124,"Crime","10/24/2017","Auto","Unknown","Material only",NA,1,"No"
3258377,58198965,"Other driver error","12/17/2017","Auto","Yes","Material and injury","$30670",1,"No"
72439038,80503762,"Other causes","02/10/2017","Auto","No","Material only","$2380.5",1,"Yes"
65407446,15214936,"Driver error","11/13/2017","Auto","No","Material and injury","$40135",2,"Yes"
34485325,81970531,"Driver error","10/31/2017","Auto","Unknown","Material and injury","$29200",1,"No"
834460,12826843,"Crime","10/24/2017","Home","Unknown","Material only","$1340",1,"No"
8586230,20643817,"Natural causes","10/17/2017","Auto","No","Material only","$1800",1,"No"
3159125,38369440,"Natural causes","05/01/2018","Auto","No","Material only","$2780",1,"No"
93334054,69427973,"Other causes","03/22/2017","Auto","Unknown","Material and injury",NA,1,"No"
67873056,3497881,"Driver error","11/27/2017","Auto","No","Material and injury","$42021",1,"Yes"
4337976,46678650,"Other driver error","07/01/2017","Auto","No","Material only","$2200",3,"No"
69599342,17664425,"Driver error","01/21/2017","Auto","No","Material only","$2196.5",5,"Yes"
85590604,41128407,"Other causes","01/07/2017","Auto","No","Injury only","$36670",2,"No"
3110549,75884493,"Other driver error","09/06/2018","Auto","Yes","Material and injury","$35310",6,"No"
71846514,22580068,"Other driver error","05/28/2018","Auto","Unknown","Material only","$3151",1,"Yes"
